-82.7428	-220.2869	4979.5068
-82.7541	-219.1678	4979.5256
-82.7654	-218.0485	4979.5445
-82.7768	-216.9290	4979.5633
-82.7881	-215.8095	4979.5820
-82.7995	-214.6897	4979.6007
-82.8109	-213.5699	4979.6194
-82.8223	-212.4498	4979.6380
-82.8338	-211.3297	4979.6565
-82.8452	-210.2094	4979.6750
-82.8567	-209.0890	4979.6934
-82.8682	-207.9684	4979.7118
-82.8796	-206.8478	4979.7301
-82.8912	-205.7270	4979.7483
-82.9027	-204.6060	4979.7664
-82.9142	-203.4850	4979.7845
-82.9257	-202.3638	4979.8025
-82.9373	-201.2425	4979.8204
-82.9489	-200.1210	4979.8383
-82.9604	-198.9995	4979.8561
-82.9720	-197.8778	4979.8738
-82.9836	-196.7560	4979.8914
-82.9952	-195.6341	4979.9089
-83.0069	-194.5121	4979.9263
-83.0185	-193.3899	4979.9436
-83.0301	-192.2677	4979.9609
-83.0418	-191.1453	4979.9780
-83.0534	-190.0229	4979.9951
-83.0651	-188.9003	4980.0121
-83.0767	-187.7776	4980.0289
-83.0884	-186.6548	4980.0457
-83.1001	-185.5319	4980.0623
-83.1118	-184.4089	4980.0789
-83.1235	-183.2858	4980.0954
-83.1352	-182.1626	4980.1117
-83.1469	-181.0394	4980.1279
-83.1586	-179.9160	4980.1440
-83.1703	-178.7925	4980.1600
-83.1820	-177.6689	4980.1759
-83.1937	-176.5452	4980.1917
-83.2054	-175.4215	4980.2074
-83.2171	-174.2976	4980.2229
-83.2289	-173.1737	4980.2383
-83.2406	-172.0496	4980.2536
-83.2523	-170.9255	4980.2688
-83.2641	-169.8013	4980.2838
-83.2758	-168.6770	4980.2988
-83.2875	-167.5527	4980.3136
-83.2993	-166.4282	4980.3282
-83.3110	-165.3037	4980.3428
-83.3227	-164.1790	4980.3572
-83.3345	-163.0544	4980.3714
-83.3462	-161.9296	4980.3856
-83.3579	-160.8047	4980.3996
-83.3697	-159.6798	4980.4134
-83.3814	-158.5548	4980.4272
-83.3931	-157.4297	4980.4408
-83.4048	-156.3046	4980.4542
-83.4166	-155.1794	4980.4675
-83.4283	-154.0541	4980.4807
-83.4400	-152.9287	4980.4937
-83.4517	-151.8033	4980.5066
-83.4634	-150.6778	4980.5193
-83.4752	-149.5523	4980.5319
-83.4869	-148.4267	4980.5443
-83.4986	-147.3010	4980.5566
-83.5103	-146.1752	4980.5687
-83.5220	-145.0494	4980.5807
-83.5337	-143.9236	4980.5926
-83.5453	-142.7977	4980.6042
-83.5570	-141.6717	4980.6158
-83.5687	-140.5456	4980.6271
-83.5804	-139.4195	4980.6384
-83.5920	-138.2934	4980.6494
-83.6037	-137.1672	4980.6603
-83.6153	-136.0409	4980.6711
-83.6270	-134.9146	4980.6817
-83.6386	-133.7882	4980.6921
-83.6502	-132.6618	4980.7023
-83.6619	-131.5354	4980.7124
-83.6735	-130.4089	4980.7224
-83.6851	-129.2823	4980.7322
-83.6967	-128.1557	4980.7418
-83.7083	-127.0290	4980.7512
-83.7199	-125.9023	4980.7605
-83.7314	-124.7756	4980.7696
-83.7430	-123.6488	4980.7786
-83.7546	-122.5220	4980.7874
-83.7661	-121.3951	4980.7960
-83.7777	-120.2682	4980.8045
-83.7892	-119.1412	4980.8128
-83.8007	-118.0142	4980.8209
-83.8122	-116.8872	4980.8288
-83.8237	-115.7601	4980.8366
-83.8352	-114.6330	4980.8442
-83.8467	-113.5059	4980.8516
-83.8582	-112.3787	4980.8589
-83.8696	-111.2515	4980.8660
-83.8811	-110.1242	4980.8729
-83.8925	-108.9970	4980.8797
-83.9040	-107.8696	4980.8862
-83.9154	-106.7423	4980.8926
-83.9268	-105.6149	4980.8989
-83.9382	-104.4875	4980.9049
-83.9496	-103.3601	4980.9108
-83.9610	-102.2326	4980.9165
-83.9723	-101.1051	4980.9220
-83.9837	-99.9776	4980.9274
-83.9950	-98.8501	4980.9325
-84.0063	-97.7225	4980.9375
-84.0176	-96.5949	4980.9424
-84.0289	-95.4673	4980.9470
-84.0402	-94.3396	4980.9515
-84.0515	-93.2120	4980.9558
-84.0628	-92.0843	4980.9599
-84.0740	-90.9566	4980.9638
-84.0853	-89.8288	4980.9676
-84.0965	-88.7011	4980.9712
-84.1077	-87.5733	4980.9746
-84.1189	-86.4455	4980.9778
-84.1301	-85.3177	4980.9808
-84.1413	-84.1899	4980.9837
-84.1524	-83.0620	4980.9864
-84.1636	-81.9342	4980.9889
-84.1747	-80.8063	4980.9913
-84.1858	-79.6784	4980.9934
-84.1969	-78.5505	4980.9954
-84.2080	-77.4226	4980.9972
-84.2191	-76.2946	4980.9988
-84.2301	-75.1667	4981.0002
-84.2412	-74.0387	4981.0015
-84.2522	-72.9107	4981.0026
-84.2632	-71.7827	4981.0035
-84.2742	-70.6547	4981.0042
-84.2852	-69.5267	4981.0048
-84.2962	-68.3987	4981.0051
-84.3072	-67.2707	4981.0053
-84.3181	-66.1426	4981.0053
-84.3290	-65.0146	4981.0052
-84.3399	-63.8865	4981.0048
-84.3508	-62.7585	4981.0043
-84.3617	-61.6304	4981.0036
-84.3726	-60.5023	4981.0027
-84.3835	-59.3743	4981.0016
-84.3943	-58.2462	4981.0004
-84.4051	-57.1181	4980.9990
-84.4159	-55.9900	4980.9974
-84.4267	-54.8619	4980.9956
-84.4375	-53.7338	4980.9937
-84.4483	-52.6057	4980.9916
-84.4590	-51.4775	4980.9893
-84.4697	-50.3494	4980.9868
-84.4805	-49.2213	4980.9842
-84.4912	-48.0932	4980.9814
-84.5018	-46.9651	4980.9784
-84.5125	-45.8370	4980.9752
-84.5232	-44.7088	4980.9718
-84.5338	-43.5807	4980.9683
-84.5444	-42.4526	4980.9646
-84.5550	-41.3245	4980.9608
-84.5656	-40.1964	4980.9567
-84.5762	-39.0683	4980.9525
-84.5868	-37.9401	4980.9481
-84.5973	-36.8120	4980.9436
-84.6078	-35.6839	4980.9388
-84.6183	-34.5558	4980.9339
-84.6288	-33.4277	4980.9289
-84.6393	-32.2996	4980.9236
-84.6498	-31.1715	4980.9182
-84.6602	-30.0434	4980.9126
-84.6706	-28.9154	4980.9069
-84.6811	-27.7873	4980.9009
-84.6915	-26.6592	4980.8949
-84.7018	-25.5311	4980.8886
-84.7122	-24.4031	4980.8822
-84.7226	-23.2750	4980.8756
-84.7329	-22.1470	4980.8688
-84.7432	-21.0189	4980.8619
-84.7535	-19.8909	4980.8548
-84.7638	-18.7629	4980.8476
-84.7741	-17.6349	4980.8401
-84.7843	-16.5069	4980.8326
-84.7946	-15.3789	4980.8248
-84.8048	-14.2509	4980.8169
-84.8150	-13.1229	4980.8088
-84.8252	-11.9949	4980.8006
-84.8354	-10.8670	4980.7922
-84.8455	-9.7390	4980.7836
-84.8557	-8.6111	4980.7749
-84.8658	-7.4831	4980.7660
-84.8759	-6.3552	4980.7570
-84.8860	-5.2273	4980.7478
-84.8961	-4.0994	4980.7385
-84.9062	-2.9715	4980.7290
-84.9162	-1.8436	4980.7193
-84.9263	-0.7158	4980.7095
-84.9363	0.4121	4980.6995
-84.9463	1.5399	4980.6894
-84.9563	2.6677	4980.6791
-84.9662	3.7956	4980.6686
-84.9762	4.9234	4980.6580
-84.9861	6.0511	4980.6473
-84.9961	7.1789	4980.6364
-85.0060	8.3067	4980.6253
-85.0159	9.4344	4980.6141
-85.0257	10.5622	4980.6028
-85.0356	11.6899	4980.5913
-85.0455	12.8176	4980.5797
-85.0553	13.9453	4980.5679
-85.0651	15.0729	4980.5559
-85.0749	16.2006	4980.5438
-85.0847	17.3283	4980.5316
-85.0945	18.4559	4980.5192
-85.1042	19.5835	4980.5067
